theta,eta,kappa
0.01176697772174532,0.012416016364204401,0.0016998987021089459
0.011769128625785778,0.012418382926864723,0.0017022490571849897
0.011771282465134304,0.012420752751031194,0.0017046026619658404
0.011773439243671848,0.012423125841103241,0.0017069595209446833
0.011775598965284103,0.012425502201485908,0.0017093196386209185
0.011777761633861765,0.012427881836590148,0.0017116830195001613
0.011779927253300371,0.012430264750832629,0.001714049668094262
0.01178209582750032,0.012432650948635784,0.001716419588921308
0.01178426736036704,0.012435040434427974,0.001718792786505633
0.011786441855810579,0.012437433212643047,0.0017211692653778263
0.011788619317745979,0.012439829287720756,0.0017235490300747417
0.011790799750093383,0.012442228664106873,0.0017259320851395058
0.011792983156777523,0.01244463134625262,0.001728318435121528
0.011795169541728307,0.012447037338615326,0.0017307080845765034
0.011797358908880498,0.01244944664565807,0.0017331010380664306
0.011799551262173632,0.0124518592718496,0.0017354973001596143
0.011801746605552308,0.012454275221664634,0.001737896875430676
0.011803944942965971,0.01245669449958365,0.0017402997684605615
0.011806146278369218,0.0124591171100932,0.0017427059838365508
0.011808350615721431,0.012461543057685511,0.0017451155261522667
0.011810557958986846,0.012463972346858579,0.001747528400007683
0.011812768312134778,0.012466404982116399,0.0017499446100091355
0.011814981679139552,0.0124688409679689,0.0017523641607693234
0.011817198063980327,0.012471280308931743,0.0017547870569073294
0.011819417470641394,0.012473723009526663,0.0017572133030486208
0.0118216399031118,0.012476169074281049,0.00175964290382506
0.01182386536538584,0.012478618507728486,0.001762075863874914
0.011826093861462618,0.012481071314408274,0.0017645121878428623
0.011828325395346227,0.012483527498865634,0.001766951880380009
0.011830559971045908,0.012485987065651863,0.001769394946143883
0.011832797592575705,0.012488450019323992,0.0017718413897984584
0.011835038263954894,0.012490916364445218,0.001774291216014156
0.01183728198920766,0.012493386105584581,0.001776744429467855
0.01183952877236311,0.012495859247316962,0.0017792010348428996
0.011841778617455515,0.012498335794223362,0.0017816610368291104
0.011844031528524134,0.012500815750890699,0.0017841244401227922
0.01184628750961329,0.0125032991219119,0.001786591249426743
0.011848546564772359,0.012505785911885885,0.001789061469450265
0.011850808698055751,0.012508276125417559,0.0017915351049091661
0.011853073913522817,0.012510769767117683,0.0017940121605257802
0.01185534221523812,0.012513266841603218,0.0017964926410289682
0.01185761360727137,0.012515767353497208,0.0017989765511541298
0.011859888093697028,0.012518271307428375,0.001801463895643212
0.011862165678594985,0.012520778708031859,0.0018039546792447182
0.011864446366050033,0.012523289559948634,0.0018064489067137171
0.011866730160151991,0.01252580386782565,0.001808946582811854
0.011869017064995943,0.012528321636316104,0.001811447712307352
0.011871307084681926,0.012530842870079086,0.0018139522999750333
0.011873600223315316,0.012533367573780005,0.0018164603505963193
0.011875896485006232,0.012535895752089946,0.0018189718689592426
0.011878195873870269,0.012538427409686475,0.0018214868598584563
0.011880498394027874,0.012540962551252933,0.0018240053280952422
0.01188280404960484,0.01254350118147901,0.0018265272784775215
0.011885112844731914,0.012546043305060303,0.0018290527158198618
0.011887424783545163,0.012548588926698712,0.0018315816449434906
0.011889739870185547,0.012551138051101984,0.0018341140706762949
0.01189205810879954,0.012553690682984394,0.0018366499978528432
0.011894379503538374,0.012556246827065905,0.0018391894313143863
0.011896704058558798,0.012558806488073015,0.0018417323759088687
0.011899031778022425,0.012561369670738037,0.0018442788364909383
0.011901362666096286,0.012563936379799712,0.0018468288179219546
0.011903696726952424,0.012566506620002763,0.001849382325070001
0.011906033964768121,0.01256908039609813,0.0018519393628098858
0.011908374383725962,0.01257165771284307,0.0018544999360231632
0.011910717988013493,0.012574238575000767,0.0018570640495981351
0.011913064781823747,0.0125768229873409,0.0018596317084298621
0.011915414769354735,0.012579410954639115,0.001862202917420173
0.011917767954809732,0.01258200248167731,0.0018647776814776733
0.011920124342397302,0.012584597573243678,0.0018673560055177567
0.011922483936331215,0.012587196234132621,0.0018699378944626124
0.011924846740830457,0.012589798469144754,0.001872523353241235
0.011927212760119241,0.012592404283086918,0.0018751123867894364
0.011929581998426973,0.01259501368077215,0.0018777050000498474
0.011931954459988446,0.012597626667019898,0.001880301197971938
0.01193433014904362,0.012600243246655774,0.00188290098551202
0.011936709069837669,0.012602863424511609,0.001885504367633258
0.011939091226621134,0.012605487205425625,0.0018881113493056784
0.011941476623649683,0.012608114594242175,0.00189072193550618
0.011943865265184468,0.012610745595812121,0.0018933361312185447
0.011946257155491694,0.012613380214992389,0.0018959539414334392
0.011948652298843097,0.012616018456646472,0.001898575371148436
0.011951050699515534,0.01261866032564399,0.0019012004253680164
0.011953452361791218,0.012621305826860952,0.0019038291091035804
0.011955857289957609,0.012623954965179618,0.0019064614273734575
0.011958265488307536,0.012626607745488676,0.001909097385202915
0.011960676961139198,0.012629264172683199,0.0019117369876241691
0.011963091712756002,0.0126319242516645,0.0019143802396763933
0.011965509747466805,0.012634587987340377,0.001917027146405731
0.011967931069585597,0.012637255384624789,0.0019196777128652961
0.01197035568343204,0.012639926448438426,0.0019223319441151955
0.0119727835933307,0.012642601183707884,0.0019249898452225302
0.011975214803611968,0.012645279595366668,0.0019276514212614073
0.01197764931861131,0.012647961688354378,0.0019303166773129495
0.011980087142669566,0.012650647467617028,0.0019329856184653051
0.01198252828013291,0.012653336938107019,0.0019356582498136572
0.01198497273535318,0.012656030104783483,0.001938334576460236
0.011987420512687202,0.01265872697261156,0.00194101460351432
0.011989871616497493,0.012661427546563155,0.0019436983360922584
0.011992326051151813,0.01266413183161647,0.001946385779317472
0.011994783821023276,0.0126668398327561,0.001949076938320466
0.011997244930490591,0.01266955155497332,0.0019517718182388386
0.011999709383937698,0.012672267003265679,0.001954470424217292
0.012002177185754031,0.012674986182637281,0.001957172761407642
0.012004648340334469,0.012677709098098762,0.0019598788349688267
0.012007122852079185,0.012680435754667086,0.0019625886500669195
0.012009600725393942,0.012683166157365896,0.0019653022118751307
0.012012081964690002,0.012685900311225419,0.001968019525573829
0.012014566574383705,0.01268863822128199,0.001970740596350545
0.012017054558897323,0.012691379892579,0.0019734654293999798
0.012019545922658196,0.012694125330165939,0.0019761940299240183
0.012022040670099396,0.012696874539099144,0.0019789264031317374
0.012024538805659317,0.01269962752444134,0.0019816625542394186
0.012027040333781859,0.012702384291261836,0.001984402488470549
0.012029545258916415,0.012705144844636529,0.001987146211055844
0.012032053585517817,0.012707909189647829,0.0019898937272332506
0.01203456531804645,0.012710677331384802,0.001992645042247956
0.012037080460968201,0.0127134492749431,0.0019954001613524002
0.012039599018754482,0.012716225025424995,0.0019981590898062868
