Tcom,t,p,kappa
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0010954787571223316
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0010969934144688584
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0010985101660475757
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011000290147540619
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011015499634878982
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011030730151526764
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011045981726559998
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011061254389094946
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001107654816828812
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001109186309333635
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011107199193476824
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011122556497987163
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011137935036185465
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011153334837430365
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011168755931121107
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011184198346697537
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011199662113640255
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011215147261470601
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011230653819750734
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001124618181808369
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011261731286113432
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011277302253524912
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001129289475004414
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011308508805438183
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011324144449515311
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001133980171212499
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011355480623157956
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001137118121254628
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001138690351026341
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011402647546324245
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011418413350785187
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011434200953744167
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011450010385340766
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001146584167575622
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011481694855213498
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011497569953977356
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011513467002354399
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001152938603069313
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011545327069384017
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011561290148859558
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011577275299594289
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011593282552104923
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011609311936950353
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001162536348473172
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011641437226092481
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001165753319171846
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011673651412337906
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011689791918721572
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011705954741682712
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001172213991207723
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001173834746080367
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011754577418803308
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001177082981706019
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011787104686601213
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011803402058496162
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011819721963857801
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011836064433841875
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011852429499647234
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011868817192515865
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011885227543732945
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011901660584626905
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.00119181163465695
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001193459486097585
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011951096159304533
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011967620273057582
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0011984167233780622
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012000737073062885
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012017329822537279
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012033945513880446
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012050584178812827
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012067245849098724
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012083930556546357
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012100638333007933
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012117369210379667
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001213412322060191
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012150900395659166
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012167700767580156
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001218452436843789
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012201371230349724
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012218241385477421
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001223513486602722
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012252051704249856
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012268991932440692
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012285955582939736
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012302942688131701
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012319953280446085
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001233698739235722
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012354045056384342
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012371126305091645
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012388231171088365
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012405359687028784
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012422511885612371
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012439687799583798
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012456887461733007
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012474110904895277
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012491358161951288
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012508629265827183
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001252592424949464
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001254324314597089
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012560585988318856
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012577952809647152
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012595343643110179
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012612758521908175
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012630197479287285
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012647660548539615
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012665147763003324
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012682659156062622
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012700194761147915
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012717754611735821
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012735338741349243
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012752947183557435
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012770579971976065
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001278823714026728
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012805918722139783
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012823624751348843
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012841355261696441
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012859110287031285
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012876889861248874
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012894694018291582
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012912522792148707
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012930376216856547
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012948254326498457
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001296615715520493
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0012984084737153612
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013002037106569443
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013020014297724669
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013038016344938926
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013056043282579299
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001307409514506039
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013092171966844388
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.001311027378244114
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013128400626408168
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013146552533350817
2.859128339665616,[0.10334897 0.02884122 0.12967747 1.67425474 0.92300594],[0.2 0.2 0.2 0.2 0.2],0.0013164729537922268
