Tcom,t,p,kappa
0.995071313317572,[0.10334897 0.02884122 0.11925488 0.4260918  0.31753445],[0.2        0.2        0.21938135 0.80335002 0.59670181],0.023797846217159135
0.9944921830498965,[0.10334897 0.02884122 0.11917799 0.42580321 0.3173208 ],[0.2        0.2        0.21953826 0.80391063 0.5971196 ],0.023830750171133577
0.993913452424038,[0.10334897 0.02884122 0.11910115 0.42551482 0.3171073 ],[0.2        0.2        0.21969528 0.80447164 0.59753768],0.023863699619569054
0.9933351211639161,[0.10334897 0.02884122 0.11902436 0.42522663 0.31689395],[0.2        0.2        0.21985242 0.80503305 0.59795606],0.023896694625368198
0.9927571889934782,[0.10334897 0.02884122 0.11894763 0.42493863 0.31668075],[0.2        0.2        0.22000967 0.80559485 0.59837473],0.023929735251520638
0.992179655636972,[0.10334897 0.02884122 0.11887095 0.42465084 0.31646769],[0.2        0.2        0.22016704 0.80615704 0.5987937 ],0.023962821561103093
0.991602520818707,[0.10334897 0.02884122 0.11879432 0.42436324 0.31625478],[0.2        0.2        0.22032453 0.80671963 0.59921297],0.02399595361727951
0.9910257842633954,[0.10334897 0.02884122 0.11871774 0.42407585 0.31604201],[0.2        0.2        0.22048213 0.80728262 0.59963253],0.024029131483301124
0.9904494456957218,[0.10334897 0.02884122 0.11864122 0.42378865 0.31582939],[0.2        0.2        0.22063985 0.80784601 0.6000524 ],0.02406235522250666
0.9898735048406846,[0.10334897 0.02884122 0.11856475 0.42350165 0.31561692],[0.2        0.2        0.22079769 0.80840979 0.60047256],0.024095624898322412
0.9892979614234259,[0.10334897 0.02884122 0.11848833 0.42321485 0.3154046 ],[0.2        0.2        0.22095564 0.80897397 0.60089301],0.024128940574262382
0.9887228151693013,[0.10334897 0.02884122 0.11841197 0.42292824 0.31519242],[0.2        0.2        0.22111371 0.80953854 0.60131377],0.024162302313928352
0.9881480658038346,[0.10334897 0.02884122 0.11833565 0.42264184 0.31498039],[0.2        0.2        0.22127189 0.81010352 0.60173482],0.02419571018101007
0.9875737130527684,[0.10334897 0.02884122 0.11825939 0.42235563 0.31476851],[0.2        0.2        0.22143019 0.81066889 0.60215618],0.02422916423928535
0.9869997566420043,[0.10334897 0.02884122 0.11818319 0.42206962 0.31455677],[0.2        0.2        0.22158861 0.81123466 0.60257783],0.024262664552620168
0.986426196297652,[0.10334897 0.02884122 0.11810703 0.42178381 0.31434518],[0.2        0.2        0.22174715 0.81180083 0.60299978],0.02429621118496883
0.9858530317459854,[0.10334897 0.02884122 0.11803093 0.42149819 0.31413373],[0.2        0.2        0.2219058  0.81236739 0.60342203],0.024329804200374026
0.9852802627134685,[0.10334897 0.02884122 0.11795488 0.42121277 0.31392243],[0.2        0.2        0.22206457 0.81293436 0.60384458],0.024363443662967037
0.984707888926835,[0.10334897 0.02884122 0.11787888 0.42092755 0.31371127],[0.2        0.2        0.22222345 0.81350173 0.60426743],0.02439712963696779
0.9841359101128979,[0.10334897 0.02884122 0.11780293 0.42064253 0.31350027],[0.2        0.2        0.22238245 0.81406949 0.60469058],0.024430862186685033
0.9835643259987066,[0.10334897 0.02884122 0.11772704 0.4203577  0.3132894 ],[0.2        0.2        0.22254158 0.81463766 0.60511403],0.024464641376516383
0.9829931363114894,[0.10334897 0.02884122 0.1176512  0.42007307 0.31307868],[0.2        0.2        0.22270081 0.81520623 0.60553778],0.02449846727094853
0.9824223407786838,[0.10334897 0.02884122 0.11757541 0.41978863 0.31286811],[0.2        0.2        0.22286017 0.81577519 0.60596183],0.024532339934557328
0.9818519391278984,[0.10334897 0.02884122 0.11749967 0.4195044  0.31265769],[0.2        0.2        0.22301964 0.81634456 0.60638618],0.024566259432007912
0.9812819310869598,[0.10334897 0.02884122 0.11742399 0.41922035 0.3124474 ],[0.2        0.2        0.22317923 0.81691433 0.60681083],0.0246002258280548
0.9807123163837943,[0.10334897 0.02884122 0.11734836 0.41893651 0.31223727],[0.2        0.2        0.22333894 0.8174845  0.60723578],0.02463423918754208
0.9801430947466181,[0.10334897 0.02884122 0.11727278 0.41865286 0.31202728],[0.2        0.2        0.22349876 0.81805507 0.60766103],0.024668299575403476
0.9795742659037782,[0.10334897 0.02884122 0.11719725 0.4183694  0.31181743],[0.2        0.2        0.22365871 0.81862605 0.60808659],0.02470240705666251
0.9790058295838355,[0.10334897 0.02884122 0.11712177 0.41808614 0.31160773],[0.2        0.2        0.22381877 0.81919742 0.60851245],0.024736561696432572
0.9784377855155358,[0.10334897 0.02884122 0.11704635 0.41780308 0.31139817],[0.2        0.2        0.22397895 0.8197692  0.6089386 ],0.024770763559917114
0.977870133427774,[0.10334897 0.02884122 0.11697098 0.41752021 0.31118876],[0.2        0.2        0.22413925 0.82034138 0.60936507],0.02480501271240973
0.9773028730496995,[0.10334897 0.02884122 0.11689565 0.41723754 0.31097949],[0.2        0.2        0.22429966 0.82091397 0.60979183],0.02483930921929431
0.9767360041105949,[0.10334897 0.02884122 0.11682039 0.41695507 0.31077037],[0.2        0.2        0.2244602  0.82148696 0.6102189 ],0.024873653146045095
0.9761695263399282,[0.10334897 0.02884122 0.11674517 0.41667278 0.31056139],[0.2        0.2        0.22462085 0.82206035 0.61064627],0.024908044558226906
0.9756034394673863,[0.10334897 0.02884122 0.11667    0.4163907  0.31035256],[0.2        0.2        0.22478162 0.82263415 0.61107394],0.024942483521495203
0.9750377432228186,[0.10334897 0.02884122 0.11659489 0.4161088  0.31014387],[0.2        0.2        0.22494251 0.82320835 0.61150191],0.024976970101596226
0.9744724373363174,[0.10334897 0.02884122 0.11651983 0.41582711 0.30993532],[0.2        0.2        0.22510352 0.82378296 0.61193019],0.02501150436436709
0.9739075215380444,[0.10334897 0.02884122 0.11644482 0.4155456  0.30972692],[0.2        0.2        0.22526465 0.82435797 0.61235878],0.02504608637573597
0.9733429955584939,[0.10334897 0.02884122 0.11636986 0.41526429 0.30951866],[0.2        0.2        0.2254259  0.82493338 0.61278766],0.025080716201722194
0.9727788591281848,[0.10334897 0.02884122 0.11629495 0.41498318 0.30931054],[0.2        0.2        0.22558726 0.8255092  0.61321686],0.025115393908436364
0.9722151119779683,[0.10334897 0.02884122 0.1162201  0.41470226 0.30910257],[0.2        0.2        0.22574875 0.82608543 0.61364635],0.0251501195620805
0.9716124939849631,[0.10330971 0.02884122 0.11614529 0.41442153 0.30889474],[0.20008557 0.2        0.22591035 0.82666206 0.61407615],0.025184893228948124
0.9709836012559752,[0.10324378 0.02884122 0.11607054 0.414141   0.30868706],[0.20022942 0.2        0.22607207 0.8272391  0.61450626],0.02521971497542445
0.9703551423255294,[0.10317791 0.02884122 0.11599584 0.41386066 0.30847952],[0.20037338 0.2        0.22623392 0.82781655 0.61493667],0.025254584867986474
0.9697271168936997,[0.10311207 0.02884122 0.11592119 0.41358052 0.30827212],[0.20051745 0.2        0.22639588 0.8283944  0.61536739],0.025289502973203117
0.9690995246608578,[0.10304629 0.02884122 0.11584659 0.41330056 0.30806487],[0.20066162 0.2        0.22655796 0.82897266 0.61579841],0.025324469357735295
0.9684723653275453,[0.10298054 0.02884122 0.11577204 0.4130208  0.30785776],[0.2008059  0.2        0.22672016 0.82955133 0.61622973],0.025359484088336135
0.9678456385944786,[0.10291485 0.02884122 0.11569755 0.41274124 0.30765079],[0.20095028 0.2        0.22688248 0.83013041 0.61666137],0.025394547231851056
0.9672193441626726,[0.1028492  0.02884122 0.1156231  0.41246187 0.30744396],[0.20109478 0.2        0.22704492 0.83070989 0.61709331],0.0254296588552179
0.9665934817331807,[0.10278359 0.02884122 0.11554871 0.41218269 0.30723728],[0.20123938 0.2        0.22720748 0.83128979 0.61752555],0.025464819025467027
0.965968051007458,[0.10271803 0.02884122 0.11547437 0.4119037  0.30703074],[0.20138409 0.2        0.22737016 0.83187009 0.6179581 ],0.025500027809721517
0.9653430516870493,[0.10265251 0.02884122 0.11540008 0.41162491 0.30682434],[0.20152891 0.2        0.22753296 0.8324508  0.61839096],0.02553528527519724
0.9647184834737039,[0.10258704 0.02884122 0.11532584 0.4113463  0.30661809],[0.20167383 0.2        0.22769589 0.83303192 0.61882413],0.025570591489203022
0.9640943460694338,[0.10252161 0.02884122 0.11525165 0.41106789 0.30641197],[0.20181886 0.2        0.22785893 0.83361345 0.6192576 ],0.025605946519140704
0.9634706391763899,[0.10245623 0.02884122 0.11517751 0.41078968 0.306206  ],[0.201964   0.2        0.22802209 0.83419539 0.61969139],0.025641350432505365
0.9628473624970151,[0.10239089 0.02884122 0.11510343 0.41051165 0.30600018],[0.20210925 0.2        0.22818537 0.83477774 0.62012548],0.025676803296885393
0.9622245157338853,[0.1023256  0.02884122 0.11502939 0.41023382 0.30579449],[0.20225461 0.2        0.22834877 0.8353605  0.62055987],0.02571230517996264
0.9616020985898056,[0.10226036 0.02884122 0.11495541 0.40995618 0.30558895],[0.20240007 0.2        0.2285123  0.83594367 0.62099458],0.025747856149512492
0.9609801107677753,[0.10219515 0.02884122 0.11488147 0.40967873 0.30538354],[0.20254565 0.2        0.22867594 0.83652725 0.62142959],0.025783456273404094
0.9603585519710125,[0.10213    0.02884122 0.11480759 0.40940147 0.30517828],[0.20269133 0.2        0.22883971 0.83711124 0.62186491],0.025819105619600408
0.9597374219029415,[0.10206489 0.02884122 0.11473376 0.4091244  0.30497316],[0.20283712 0.2        0.22900359 0.83769565 0.62230055],0.02585480425615838
0.9591167202671773,[0.10199982 0.02884122 0.11465998 0.40884753 0.30476819],[0.20298301 0.2        0.2291676  0.83828047 0.62273649],0.02589055225122902
0.9584964467675638,[0.10193479 0.02884122 0.11458625 0.40857084 0.30456335],[0.20312902 0.2        0.22933173 0.83886569 0.62317274],0.025926349673057604
0.9578766011081119,[0.10186982 0.02884122 0.11451257 0.40829435 0.30435866],[0.20327514 0.2        0.22949598 0.83945134 0.6236093 ],0.025962196589983746
0.9572571829930697,[0.10180488 0.02884122 0.11443894 0.40801805 0.3041541 ],[0.20342136 0.2        0.22966035 0.84003739 0.62404617],0.025998093070441555
0.9566381921268874,[0.10173999 0.02884122 0.11436536 0.40774193 0.30394969],[0.20356769 0.2        0.22982484 0.84062386 0.62448334],0.02603403918295978
0.9560196282141943,[0.10167515 0.02884122 0.11429183 0.40746601 0.30374542],[0.20371413 0.2        0.22998946 0.84121074 0.62492083],0.02607003499616187
0.9554014909598479,[0.10161035 0.02884122 0.11421835 0.40719028 0.30354129],[0.20386069 0.2        0.23015419 0.84179804 0.62535863],0.026106080578766205
0.9547837800688777,[0.1015456  0.02884122 0.11414493 0.40691474 0.3033373 ],[0.20400735 0.2        0.23031905 0.84238575 0.62579674],0.026142175999586154
0.9541664952465615,[0.10148089 0.02884122 0.11407155 0.40663939 0.30313345],[0.20415411 0.2        0.23048403 0.84297387 0.62623517],0.026178321327530254
0.953549636198369,[0.10141622 0.02884122 0.11399823 0.40636423 0.30292975],[0.20430099 0.2        0.23064913 0.84356241 0.6266739 ],0.026214516631602274
0.9529332026299239,[0.1013516  0.02884122 0.11392495 0.40608926 0.30272618],[0.20444798 0.2        0.23081435 0.84415136 0.62711294],0.02625076198090143
0.9523171942471762,[0.10128702 0.02884122 0.11385173 0.40581448 0.30252275],[0.20459508 0.2        0.2309797  0.84474073 0.6275523 ],0.026287057444622463
0.9517016107560723,[0.10122249 0.02884122 0.11377855 0.40553989 0.30231947],[0.20474228 0.2        0.23114517 0.84533051 0.62799197],0.026323403092055803
0.951086451862998,[0.101158   0.02884122 0.11370543 0.40526549 0.30211632],[0.2048896  0.2        0.23131076 0.84592071 0.62843195],0.02635979899258764
0.9504717172743193,[0.10109356 0.02884122 0.11363235 0.40499128 0.30191331],[0.20503703 0.2        0.23147647 0.84651133 0.62887224],0.026396245215700147
0.9498574066967962,[0.10102916 0.02884122 0.11355933 0.40471726 0.30171045],[0.20518456 0.2        0.2316423  0.84710236 0.62931284],0.02643274183097154
0.9492435198373019,[0.1009648  0.02884122 0.11348636 0.40444342 0.30150772],[0.20533221 0.2        0.23180826 0.84769381 0.62975376],0.026469288908076267
0.9486300564028722,[0.10090049 0.02884122 0.11341343 0.40416978 0.30130514],[0.20547996 0.2        0.23197434 0.84828568 0.63019499],0.02650588651678506
0.9480170161008237,[0.10083622 0.02884122 0.11334056 0.40389632 0.30110269],[0.20562783 0.2        0.23214054 0.84887796 0.63063653],0.026542534726965158
0.9474043986386422,[0.100772   0.02884122 0.11326774 0.40362306 0.30090039],[0.20577581 0.2        0.23230687 0.84947066 0.63107839],0.026579233608580395
0.9467922037239922,[0.10070782 0.02884122 0.11319497 0.40334998 0.30069822],[0.20592389 0.2        0.23247332 0.85006378 0.63152056],0.026615983231691346
0.9461804310647945,[0.10064369 0.02884122 0.11312224 0.40307709 0.30049619],[0.20607209 0.2        0.23263989 0.85065732 0.63196304],0.026652783666455425
0.9455690803691159,[0.10057959 0.02884122 0.11304957 0.40280439 0.30029431],[0.2062204  0.2        0.23280658 0.85125127 0.63240584],0.026689634983127077
0.9449581513452691,[0.10051555 0.02884122 0.11297695 0.40253188 0.30009256],[0.20636881 0.2        0.2329734  0.85184565 0.63284896],0.02672653725205788
0.9443476437017237,[0.10045155 0.02884122 0.11290438 0.40225955 0.29989095],[0.20651734 0.2        0.23314034 0.85244044 0.63329238],0.026763490543696693
0.9437375571471806,[0.10038759 0.02884122 0.11283185 0.40198742 0.29968948],[0.20666598 0.2        0.23330741 0.85303565 0.63373613],0.026800494928589734
0.9431278913905607,[0.10032367 0.02884122 0.11275938 0.40171547 0.29948815],[0.20681473 0.2        0.23347459 0.85363129 0.63418018],0.026837550477380817
0.9425186461409425,[0.1002598  0.02884122 0.11268696 0.40144371 0.29928696],[0.20696359 0.2        0.2336419  0.85422734 0.63462455],0.026874657260811403
0.9419098211076211,[0.10019598 0.02884122 0.11261459 0.40117214 0.29908591],[0.20711256 0.2        0.23380934 0.85482381 0.63506924],0.026911815349720772
0.9413014160000897,[0.10013219 0.02884122 0.11254226 0.40090075 0.29888499],[0.20726164 0.2        0.2339769  0.85542071 0.63551425],0.026949024815046158
0.9406934305280643,[0.10006845 0.02884122 0.11246999 0.40062955 0.29868422],[0.20741084 0.2        0.23414458 0.85601802 0.63595957],0.026986285727822835
0.940085864401424,[0.10000476 0.02884122 0.11239777 0.40035854 0.29848358],[0.20756014 0.2        0.23431239 0.85661576 0.6364052 ],0.027023598159184342
0.9394787173302865,[0.09994111 0.02884122 0.11232559 0.40008772 0.29828308],[0.20770956 0.2        0.23448032 0.85721392 0.63685115],0.02706096218036255
0.9388719890249451,[0.0998775  0.02884122 0.11225347 0.39981708 0.29808272],[0.20785908 0.2        0.23464838 0.8578125  0.63729742],0.02709837786268783
0.9382656791959065,[0.09981394 0.02884122 0.11218139 0.39954663 0.2978825 ],[0.20800872 0.2        0.23481656 0.8584115  0.63774401],0.027135845277589145
0.9376597875538383,[0.09975042 0.02884122 0.11210937 0.39927637 0.29768242],[0.20815847 0.2        0.23498486 0.85901092 0.63819091],0.027173364496594247
0.937054313809699,[0.09968694 0.02884122 0.11203739 0.39900629 0.29748247],[0.20830833 0.2        0.23515329 0.85961077 0.63863813],0.02721093559132979
0.9364492576745198,[0.09962351 0.02884122 0.11196547 0.3987364  0.29728267],[0.20845831 0.2        0.23532184 0.86021104 0.63908567],0.027248558633521457
0.9358446188596616,[0.09956012 0.02884122 0.11189359 0.3984667  0.297083  ],[0.20860839 0.2        0.23549052 0.86081173 0.63953352],0.02728623369499407
0.9352403970765453,[0.09949677 0.02884122 0.11182176 0.39819718 0.29688347],[0.20875859 0.2        0.23565932 0.86141285 0.6399817 ],0.027323960847671802
0.9346365920369397,[0.09943347 0.02884122 0.11174999 0.39792785 0.29668407],[0.2089089  0.2        0.23582825 0.86201439 0.64043019],0.027361740163578258
0.9340332034527024,[0.09937021 0.02884122 0.11167826 0.3976587  0.29648482],[0.20905932 0.2        0.2359973  0.86261636 0.640879  ],0.027399571714836632
0.9334302310359435,[0.099307   0.02884122 0.11160658 0.39738974 0.2962857 ],[0.20920985 0.2        0.23616648 0.86321875 0.64132813],0.027437455573669806
0.9328276744989733,[0.09924382 0.02884122 0.11153495 0.39712097 0.29608672],[0.2093605  0.2        0.23633579 0.86382156 0.64177757],0.027475391812400555
0.932225533554204,[0.0991807  0.02884122 0.11146337 0.39685238 0.29588787],[0.20951125 0.2        0.23650521 0.8644248  0.64222734],0.027513380503451645
0.9316238079144193,[0.09911761 0.02884122 0.11139184 0.39658398 0.29568917],[0.20966212 0.2        0.23667477 0.86502847 0.64267743],0.027551421719345985
0.9310224972924667,[0.09905457 0.02884122 0.11132036 0.39631576 0.2954906 ],[0.20981311 0.2        0.23684445 0.86563256 0.64312783],0.027589515532706714
0.9304216014014177,[0.09899157 0.02884122 0.11124892 0.39604773 0.29529217],[0.2099642  0.2        0.23701425 0.86623708 0.64357856],0.027627662016257434
0.9298211199545965,[0.09892862 0.02884122 0.11117754 0.39577988 0.29509387],[0.21011541 0.2        0.23718418 0.86684202 0.6440296 ],0.02766586124282227
0.9292210526654355,[0.0988657  0.02884122 0.11110621 0.39551222 0.29489571],[0.21026673 0.2        0.23735424 0.86744739 0.64448097],0.02770411328532606
0.9286213992476604,[0.09880284 0.02884122 0.11103492 0.39524474 0.29469769],[0.21041816 0.2        0.23752442 0.86805319 0.64493266],0.02774241821679443
0.928022159415135,[0.09874001 0.02884122 0.11096368 0.39497745 0.2944998 ],[0.21056971 0.2        0.23769473 0.86865941 0.64538466],0.027780776110354018
0.9274233328819059,[0.09867723 0.02884122 0.1108925  0.39471034 0.29430206],[0.21072137 0.2        0.23786516 0.86926607 0.64583699],0.027819187039232543
0.9268249193622763,[0.09861449 0.02884122 0.11082136 0.39444341 0.29410444],[0.21087314 0.2        0.23803572 0.86987315 0.64628964],0.027857651076758985
0.9262269185707039,[0.09855179 0.02884122 0.11075027 0.39417667 0.29390697],[0.21102503 0.2        0.23820641 0.87048066 0.64674261],0.027896168296363724
0.9256293302218552,[0.09848914 0.02884122 0.11067923 0.39391012 0.29370963],[0.21117703 0.2        0.23837722 0.87108859 0.64719591],0.02793473877157862
0.9250321540306035,[0.09842653 0.02884122 0.11060824 0.39364374 0.29351243],[0.21132914 0.2        0.23854816 0.87169696 0.64764952],0.02797336257603725
0.9244353897120139,[0.09836396 0.02884122 0.11053729 0.39337756 0.29331536],[0.21148137 0.2        0.23871923 0.87230576 0.64810346],0.028012039783474982
0.9238390369813075,[0.09830144 0.02884122 0.1104664  0.39311155 0.29311843],[0.21163371 0.2        0.23889042 0.87291498 0.64855772],0.028050770467729153
0.9232430955539741,[0.09823896 0.02884122 0.11039555 0.39284573 0.29292163],[0.21178616 0.2        0.23906174 0.87352464 0.6490123 ],0.02808955470273914
0.9226475651456589,[0.09817652 0.02884122 0.11032476 0.39258009 0.29272497],[0.21193873 0.2        0.23923318 0.87413472 0.6494672 ],0.028128392562546598
0.9220524454721873,[0.09811413 0.02884122 0.11025401 0.39231464 0.29252845],[0.21209141 0.2        0.23940476 0.87474524 0.64992243],0.028167284121295547
0.9214577362496151,[0.09805178 0.02884122 0.11018331 0.39204937 0.29233206],[0.2122442  0.2        0.23957646 0.87535618 0.65037798],0.02820622945323253
0.9208634371941797,[0.09798947 0.02884122 0.11011266 0.39178428 0.29213581],[0.21239711 0.2        0.23974828 0.87596756 0.65083386],0.0282452286327067
0.9202695480223237,[0.0979272  0.02884122 0.11004206 0.39151938 0.29193969],[0.21255013 0.2        0.23992024 0.87657937 0.65129006],0.028284281734170063
0.919676068450666,[0.09786498 0.02884122 0.10997151 0.39125466 0.29174371],[0.21270327 0.2        0.24009232 0.87719161 0.65174658],0.02832338883217754
0.9190829981960271,[0.0978028  0.02884122 0.109901   0.39099012 0.29154787],[0.21285652 0.2        0.24026453 0.87780428 0.65220343],0.028362550001387155
0.918490336975448,[0.09774066 0.02884122 0.10983054 0.39072576 0.29135216],[0.21300989 0.2        0.24043687 0.87841739 0.6526606 ],0.028401765316560114
0.9178980845061087,[0.09767856 0.02884122 0.10976014 0.39046159 0.29115658],[0.21316337 0.2        0.24060933 0.87903092 0.6531181 ],0.02844103485256103
0.9173062405054583,[0.09761651 0.02884122 0.10968978 0.3901976  0.29096114],[0.21331697 0.2        0.24078192 0.87964489 0.65357592],0.02848035868435802
0.9167148046910767,[0.0975545  0.02884122 0.10961947 0.38993379 0.29076583],[0.21347067 0.2        0.24095464 0.8802593  0.65403407],0.028519736887022862
0.9161237767807838,[0.09749253 0.02884122 0.1095492  0.38967016 0.29057066],[0.2136245  0.2        0.24112749 0.88087413 0.65449254],0.028559169535731097
0.9155331564925699,[0.09743061 0.02884122 0.10947899 0.38940672 0.29037563],[0.21377844 0.2        0.24130047 0.8814894  0.65495134],0.028598656705762244
0.9149429435446124,[0.09736873 0.02884122 0.10940882 0.38914346 0.29018072],[0.21393249 0.2        0.24147357 0.88210511 0.65541046],0.02863819847249989
0.9143531376553196,[0.09730689 0.02884122 0.10933871 0.38888038 0.28998596],[0.21408666 0.2        0.2416468  0.88272125 0.65586991],0.02867779491143187
0.9137637385432535,[0.09724509 0.02884122 0.10926864 0.38861748 0.28979132],[0.21424095 0.2        0.24182016 0.88333782 0.65632969],0.028717446098150353
0.913174745927186,[0.09718333 0.02884122 0.10919862 0.38835476 0.28959682],[0.21439535 0.2        0.24199365 0.88395483 0.65678979],0.028757152108352054
0.9125861595261076,[0.09712162 0.02884122 0.10912864 0.38809222 0.28940246],[0.21454986 0.2        0.24216727 0.88457228 0.65725023],0.028796913017838353
0.9119979790591399,[0.09705995 0.02884122 0.10905872 0.38782987 0.28920823],[0.21470449 0.2        0.24234102 0.88519016 0.65771098],0.02883672890251542
0.9114102042456713,[0.09699832 0.02884122 0.10898884 0.38756769 0.28901413],[0.21485924 0.2        0.24251489 0.88580847 0.65817207],0.0288765998383944
0.9108228348052454,[0.09693674 0.02884122 0.10891901 0.3873057  0.28882017],[0.2150141  0.2        0.2426889  0.88642723 0.65863348],0.02891652590159149
0.9102358704576097,[0.0968752  0.02884122 0.10884923 0.38704389 0.28862634],[0.21516907 0.2        0.24286303 0.88704642 0.65909522],0.02895650716832817
0.9096493109226791,[0.0968137  0.02884122 0.1087795  0.38678225 0.28843265],[0.21532417 0.2        0.24303729 0.88766604 0.65955729],0.028996543714931294
0.9090631559205724,[0.09675224 0.02884122 0.10870981 0.3865208  0.28823909],[0.21547938 0.2        0.24321168 0.88828611 0.66001969],0.029036635617833265
0.9084774051716711,[0.09669082 0.02884122 0.10864018 0.38625953 0.28804566],[0.2156347  0.2        0.2433862  0.88890661 0.66048241],0.029076782953572116
0.9078920583964283,[0.09662945 0.02884122 0.10857059 0.38599844 0.28785237],[0.21579014 0.2        0.24356085 0.88952755 0.66094547],0.029116985798791756
0.9073071153155876,[0.09656812 0.02884122 0.10850105 0.38573753 0.28765921],[0.2159457  0.2        0.24373563 0.89014892 0.66140885],0.029157244230242043
0.9067225756500442,[0.09650683 0.02884122 0.10843155 0.3854768  0.28746618],[0.21610137 0.2        0.24391054 0.89077074 0.66187257],0.02919755832477897
0.9061384391208854,[0.09644558 0.02884122 0.10836211 0.38521625 0.28727328],[0.21625716 0.2        0.24408558 0.89139299 0.66233661],0.029237928159364754
0.9055547054493996,[0.09638437 0.02884122 0.10829271 0.38495588 0.28708052],[0.21641306 0.2        0.24426075 0.89201569 0.66280098],0.029278353811068063
0.9049713743570624,[0.09632321 0.02884122 0.10822336 0.38469569 0.2868879 ],[0.21656909 0.2        0.24443605 0.89263882 0.66326568],0.029318835357064112
0.9043884455655622,[0.09626209 0.02884122 0.10815406 0.38443568 0.2866954 ],[0.21672523 0.2        0.24461147 0.8932624  0.66373072],0.029359372874634835
0.9038059187967302,[0.09620101 0.02884122 0.1080848  0.38417585 0.28650304],[0.21688148 0.2        0.24478703 0.89388641 0.66419608],0.029399966441168976
0.9032237937726468,[0.09613997 0.02884122 0.10801559 0.3839162  0.28631081],[0.21703785 0.2        0.24496272 0.89451086 0.66466177],0.029440616134162323
0.9026420702155646,[0.09607898 0.02884122 0.10794644 0.38365673 0.28611871],[0.21719434 0.2        0.24513854 0.89513576 0.6651278 ],0.029481322031217796
0.9020607478479077,[0.09601802 0.02884122 0.10787732 0.38339744 0.28592675],[0.21735095 0.2        0.24531449 0.89576109 0.66559416],0.029522084210045638
0.9014798263922845,[0.09595711 0.02884122 0.10780826 0.38313832 0.28573492],[0.21750767 0.2        0.24549057 0.89638687 0.66606084],0.029562902748463477
0.9008993055715521,[0.09589624 0.02884122 0.10773924 0.38287939 0.28554322],[0.21766451 0.2        0.24566678 0.89701309 0.66652786],0.029603777724396593
0.9003191851087081,[0.09583541 0.02884122 0.10767027 0.38262063 0.28535165],[0.21782147 0.2        0.24584312 0.89763975 0.66699521],0.029644709215877987
0.8997394647269616,[0.09577463 0.02884122 0.10760135 0.38236205 0.28516022],[0.21797854 0.2        0.24601959 0.89826686 0.6674629 ],0.029685697301048572
0.8991601441497032,[0.09571388 0.02884122 0.10753248 0.38210365 0.28496892],[0.21813573 0.2        0.24619619 0.8988944  0.66793091],0.029726742058157247
0.8985812231005177,[0.09565318 0.02884122 0.10746365 0.38184543 0.28477775],[0.21829304 0.2        0.24637293 0.89952239 0.66839926],0.02976784356556116
0.8980027013031786,[0.09559252 0.02884122 0.10739487 0.38158739 0.28458671],[0.21845047 0.2        0.24654979 0.90015082 0.66886795],0.029809001901725776
0.8974245784816657,[0.0955319  0.02884122 0.10732614 0.38132952 0.2843958 ],[0.21860802 0.2        0.24672679 0.9007797  0.66933696],0.02985021714522505
0.8968468543601222,[0.09547132 0.02884122 0.10725745 0.38107184 0.28420503],[0.21876568 0.2        0.24690391 0.90140902 0.66980631],0.029891489374741592
0.8962695286629081,[0.09541079 0.02884122 0.10718881 0.38081433 0.28401438],[0.21892346 0.2        0.24708117 0.90203878 0.67027599],0.029932818669066757
0.895692601114563,[0.09535029 0.02884122 0.10712022 0.380557   0.28382387],[0.21908136 0.2        0.24725856 0.90266899 0.67074601],0.02997420510710089
0.8951160714397971,[0.09528984 0.02884122 0.10705168 0.38029984 0.28363349],[0.21923937 0.2        0.24743608 0.90329965 0.67121636],0.030015648767853412
0.8945399393635455,[0.09522943 0.02884122 0.10698318 0.38004287 0.28344324],[0.21939751 0.2        0.24761373 0.90393074 0.67168704],0.03005714973044299
0.8939642046109313,[0.09516906 0.02884122 0.10691473 0.37978607 0.28325313],[0.21955576 0.2        0.24779152 0.90456229 0.67215806],0.03009870807409765
0.8933888669071968,[0.09510873 0.02884122 0.10684633 0.37952945 0.28306314],[0.21971413 0.2        0.24796944 0.90519428 0.67262941],0.030140323878155
0.8928139259778775,[0.09504844 0.02884122 0.10677798 0.37927301 0.28287329],[0.21987262 0.2        0.24814749 0.90582672 0.6731011 ],0.03018199722206234
0.8922393815486458,[0.0949882  0.02884122 0.10670967 0.37901674 0.28268356],[0.22003123 0.2        0.24832567 0.9064596  0.67357313],0.030223728185376816
0.8916652333453539,[0.09492799 0.02884122 0.10664141 0.37876065 0.28249397],[0.22018996 0.2        0.24850398 0.90709293 0.67404549],0.030265516847765545
0.8910914810940589,[0.09486783 0.02884122 0.10657319 0.37850474 0.28230451],[0.2203488  0.2        0.24868242 0.90772671 0.67451818],0.030307363289005827
0.890518124521027,[0.09480771 0.02884122 0.10650502 0.378249   0.28211518],[0.22050777 0.2        0.248861   0.90836093 0.67499122],0.030349267588985256
0.8899451633526818,[0.09474763 0.02884122 0.1064369  0.37799344 0.28192597],[0.22066685 0.2        0.24903971 0.9089956  0.67546459],0.0303912298277019
0.8893725973156126,[0.09468759 0.02884122 0.10636883 0.37773806 0.2817369 ],[0.22082605 0.2        0.24921856 0.90963072 0.67593829],0.03043325008526438
