F,Tcmp,kappa
[1.11 1.29 0.56 1.16 0.47],0.15,1.99677914908165
[1.11 1.29 0.56 1.16 0.47],0.15,1.9995399841849182
[1.11 1.29 0.56 1.16 0.47],0.15,2.002304636540821
[1.11 1.29 0.56 1.16 0.47],0.15,2.00507311142726
[1.11 1.29 0.56 1.16 0.47],0.15,2.007845414129436
[1.11 1.29 0.56 1.16 0.47],0.15,2.0106215499398554
[1.11 1.29 0.56 1.16 0.47],0.15,2.0134015241583434
[1.11 1.29 0.56 1.16 0.47],0.15,2.0161853420920526
[1.11 1.29 0.56 1.16 0.47],0.15,2.0189730090554754
[1.11 1.29 0.56 1.16 0.47],0.15,2.021764530370447
[1.11 1.29 0.56 1.16 0.47],0.15,2.0245599113661648
[1.11 1.29 0.56 1.16 0.47],0.15,2.027359157379195
[1.11 1.29 0.56 1.16 0.47],0.15,2.0301622737534815
[1.11 1.29 0.56 1.16 0.47],0.15,2.032969265840357
[1.11 1.29 0.56 1.16 0.47],0.15,2.0357801389985517
[1.11 1.29 0.56 1.16 0.47],0.15,2.0385948985942077
[1.11 1.29 0.56 1.16 0.47],0.15,2.041413550000887
[1.11 1.29 0.56 1.16 0.47],0.15,2.044236098599575
[1.11 1.29 0.56 1.16 0.47],0.15,2.0470625497787034
[1.11 1.29 0.56 1.16 0.47],0.15,2.0498929089341535
[1.11 1.29 0.56 1.16 0.47],0.15,2.052727181469265
[1.11 1.29 0.56 1.16 0.47],0.15,2.05556537279485
[1.11 1.29 0.56 1.16 0.47],0.15,2.058407488329202
[1.11 1.29 0.56 1.16 0.47],0.15,2.0612535334981046
[1.11 1.29 0.56 1.16 0.47],0.15,2.0641035137348465
[1.11 1.29 0.56 1.16 0.47],0.15,2.0669574344802224
[1.11 1.29 0.56 1.16 0.47],0.15,2.069815301182556
[1.11 1.29 0.56 1.16 0.47],0.15,2.072677119297701
[1.11 1.29 0.56 1.16 0.47],0.15,2.0755428942890566
[1.11 1.29 0.56 1.16 0.47],0.15,2.0784126316275735
[1.11 1.29 0.56 1.16 0.47],0.15,2.0812863367917687
[1.11 1.29 0.56 1.16 0.47],0.15,2.084164015267733
[1.11 1.29 0.56 1.16 0.47],0.15,2.0870456725491437
[1.11 1.29 0.56 1.16 0.47],0.15,2.089931314137274
[1.11 1.29 0.56 1.16 0.47],0.15,2.092820945540999
[1.11 1.29 0.56 1.16 0.47],0.15,2.095714572276816
[1.11 1.29 0.56 1.16 0.47],0.15,2.0986121998688474
[1.11 1.29 0.56 1.16 0.47],0.15,2.1015138338488546
[1.11 1.29 0.56 1.16 0.47],0.15,2.104419479756246
[1.11 1.29 0.56 1.16 0.47],0.15,2.10732914313809
[1.11 1.29 0.56 1.16 0.47],0.15,2.110242829549124
[1.11 1.29 0.56 1.16 0.47],0.15,2.1131605445517683
[1.11 1.29 0.56 1.16 0.47],0.15,2.116082293716128
[1.11 1.29 0.56 1.16 0.47],0.15,2.119008082620015
[1.11 1.29 0.56 1.16 0.47],0.15,2.1219379168489514
[1.11 1.29 0.56 1.16 0.47],0.15,2.124871801996183
[1.11 1.29 0.56 1.16 0.47],0.15,2.127809743662688
[1.11 1.29 0.56 1.16 0.47],0.15,2.1307517474571895
[1.11 1.29 0.56 1.16 0.47],0.15,2.1336978189961653
[1.11 1.29 0.56 1.16 0.47],0.15,2.1366479639038607
[1.11 1.29 0.56 1.16 0.47],0.15,2.139602187812291
[1.11 1.29 0.56 1.16 0.47],0.15,2.142560496361265
[1.11 1.29 0.56 1.16 0.47],0.15,2.1455228951983876
[1.11 1.29 0.56 1.16 0.47],0.15,2.1484893899790714
[1.11 1.29 0.56 1.16 0.47],0.15,2.1514599863665493
[1.11 1.29 0.56 1.16 0.47],0.15,2.1544346900318843
[1.11 1.29 0.56 1.16 0.47],0.15,2.15741350665398
[1.11 1.29 0.56 1.16 0.47],0.15,2.1603964419195925
[1.11 1.29 0.56 1.16 0.47],0.15,2.1633835015233425
[1.11 1.29 0.56 1.16 0.47],0.15,2.166374691167717
[1.11 1.29 0.56 1.16 0.47],0.15,2.169370016563096
[1.11 1.29 0.56 1.16 0.47],0.15,2.1723694834277514
[1.11 1.29 0.56 1.16 0.47],0.15,2.1753730974878613
[1.11 1.29 0.56 1.16 0.47],0.15,2.1783808644775213
[1.11 1.29 0.56 1.16 0.47],0.15,2.181392790138756
[1.11 1.29 0.56 1.16 0.47],0.15,2.184408880221528
[1.11 1.29 0.56 1.16 0.47],0.15,2.187429140483753
[1.11 1.29 0.56 1.16 0.47],0.15,2.1904535766913007
[1.11 1.29 0.56 1.16 0.47],0.15,2.1934821946180203
[1.11 1.29 0.56 1.16 0.47],0.15,2.1965150000457414
[1.11 1.29 0.56 1.16 0.47],0.15,2.1995519987642878
[1.11 1.29 0.56 1.16 0.47],0.15,2.202593196571489
[1.11 1.29 0.56 1.16 0.47],0.15,2.20563859927319
[1.11 1.29 0.56 1.16 0.47],0.15,2.2086882126832648
[1.11 1.29 0.56 1.16 0.47],0.15,2.2117420426236265
[1.11 1.29 0.56 1.16 0.47],0.15,2.2148000949242315
[1.11 1.29 0.56 1.16 0.47],0.15,2.217862375423104
[1.11 1.29 0.56 1.16 0.47],0.15,2.220928889966338
[1.11 1.29 0.56 1.16 0.47],0.15,2.223999644408111
[1.11 1.29 0.56 1.16 0.47],0.15,2.227074644610693
[1.11 1.29 0.56 1.16 0.47],0.15,2.230153896444461
[1.11 1.29 0.56 1.16 0.47],0.15,2.2332374057879085
[1.11 1.29 0.56 1.16 0.47],0.15,2.236325178527656
[1.11 1.29 0.56 1.16 0.47],0.15,2.239417220558466
[1.11 1.29 0.56 1.16 0.47],0.15,2.2425135377832452
[1.11 1.29 0.56 1.16 0.47],0.15,2.2456141361130673
[1.11 1.29 0.56 1.16 0.47],0.15,2.2487190214671773
[1.11 1.29 0.56 1.16 0.47],0.15,2.251828199773005
[1.11 1.29 0.56 1.16 0.47],0.15,2.2549416769661748
[1.11 1.29 0.56 1.16 0.47],0.15,2.258059458990518
[1.11 1.29 0.56 1.16 0.47],0.15,2.261181551798085
[1.11 1.29 0.56 1.16 0.47],0.15,2.2643079613491572
[1.11 1.29 0.56 1.16 0.47],0.15,2.267438693612251
[1.11 1.29 0.56 1.16 0.47],0.15,2.2705737545641407
[1.11 1.29 0.56 1.16 0.47],0.15,2.2737131501898626
[1.11 1.29 0.56 1.16 0.47],0.15,2.276856886482729
[1.11 1.29 0.56 1.16 0.47],0.15,2.2800049694443376
[1.11 1.29 0.56 1.16 0.47],0.15,2.2831574050845846
[1.11 1.29 0.56 1.16 0.47],0.15,2.2863141994216765
[1.11 1.29 0.56 1.16 0.47],0.15,2.289475358482142
[1.11 1.29 0.56 1.16 0.47],0.15,2.2926408883008365
[1.11 1.29 0.56 1.16 0.47],0.15,2.295810794920965
[1.11 1.29 0.56 1.16 0.47],0.15,2.2989850843940873
[1.11 1.29 0.56 1.16 0.47],0.15,2.3021637627801295
[1.11 1.29 0.56 1.16 0.47],0.15,2.305346836147396
[1.11 1.29 0.56 1.16 0.47],0.15,2.3085343105725826
[1.11 1.29 0.56 1.16 0.47],0.15,2.3117261921407866
[1.11 1.29 0.56 1.16 0.47],0.15,2.3149224869455187
[1.11 1.29 0.56 1.16 0.47],0.15,2.3181232010887167
[1.11 1.29 0.56 1.16 0.47],0.15,2.321328340680749
[1.11 1.29 0.56 1.16 0.47],0.15,2.3245379118404386
[1.11 1.29 0.56 1.16 0.47],0.15,2.3277519206950674
[1.11 1.29 0.56 1.16 0.47],0.15,2.3309703733803886
[1.11 1.29 0.56 1.16 0.47],0.15,2.3341932760406383
[1.11 1.29 0.56 1.16 0.47],0.15,2.337420634828549
[1.11 1.29 0.56 1.16 0.47],0.15,2.3406524559053596
[1.11 1.29 0.56 1.16 0.47],0.15,2.34388874544083
[1.11 1.29 0.56 1.16 0.47],0.15,2.3471295096132447
[1.11 1.29 0.56 1.16 0.47],0.15,2.3503747546094362
[1.11 1.29 0.56 1.16 0.47],0.15,2.3536244866247897
[1.11 1.29 0.56 1.16 0.47],0.15,2.3568787118632564
[1.11 1.29 0.56 1.16 0.47],0.15,2.360137436537365
[1.11 1.29 0.56 1.16 0.47],0.15,2.3634006668682335
[1.11 1.29 0.56 1.16 0.47],0.15,2.366668409085583
[1.11 1.29 0.56 1.16 0.47],0.15,2.369940669427749
[1.11 1.29 0.56 1.16 0.47],0.15,2.373217454141686
[1.11 1.29 0.56 1.16 0.47],0.15,2.3764987694829927
[1.11 1.29 0.56 1.16 0.47],0.15,2.3797846217159146
[1.11 1.29 0.56 1.16 0.47],0.15,2.383075017113359
[1.11 1.29 0.56 1.16 0.47],0.15,2.3863699619569054
[1.11 1.29 0.56 1.16 0.47],0.15,2.3896694625368196
[1.11 1.29 0.56 1.16 0.47],0.15,2.3929735251520636
[1.11 1.29 0.56 1.16 0.47],0.15,2.3962821561103094
[1.11 1.29 0.56 1.16 0.47],0.15,2.399595361727952
[1.11 1.29 0.56 1.16 0.47],0.15,2.4029131483301134
[1.11 1.29 0.56 1.16 0.47],0.15,2.4062355222506673
[1.11 1.29 0.56 1.16 0.47],0.15,2.4095624898322425
[1.11 1.29 0.56 1.16 0.47],0.15,2.4128940574262385
[1.11 1.29 0.56 1.16 0.47],0.15,2.416230231392835
[1.11 1.29 0.56 1.16 0.47],0.15,2.4195710181010073
[1.11 1.29 0.56 1.16 0.47],0.15,2.422916423928535
[1.11 1.29 0.56 1.16 0.47],0.15,2.4262664552620192
[1.11 1.29 0.56 1.16 0.47],0.15,2.4296211184968843
[1.11 1.29 0.56 1.16 0.47],0.15,2.432980420037404
[1.11 1.29 0.56 1.16 0.47],0.15,2.436344366296705
[1.11 1.29 0.56 1.16 0.47],0.15,2.4397129636967803
[1.11 1.29 0.56 1.16 0.47],0.15,2.4430862186685034
[1.11 1.29 0.56 1.16 0.47],0.15,2.4464641376516383
[1.11 1.29 0.56 1.16 0.47],0.15,2.449846727094853
[1.11 1.29 0.56 1.16 0.47],0.15,2.453233993455735
[1.11 1.29 0.56 1.16 0.47],0.15,2.4566259432007924
[1.11 1.29 0.56 1.16 0.47],0.15,2.4600225828054816
[1.11 1.29 0.56 1.16 0.47],0.15,2.4634239187542093
[1.11 1.29 0.56 1.16 0.47],0.15,2.466829957540349
[1.11 1.29 0.56 1.16 0.47],0.15,2.470240705666251
[1.11 1.29 0.56 1.16 0.47],0.15,2.4736561696432573
[1.11 1.29 0.56 1.16 0.47],0.15,2.4770763559917115
[1.11 1.29 0.56 1.16 0.47],0.15,2.4805012712409757
[1.11 1.29 0.56 1.16 0.47],0.15,2.483930921929432
[1.11 1.29 0.56 1.16 0.47],0.15,2.487365314604511
[1.11 1.29 0.56 1.16 0.47],0.15,2.490804455822692
[1.11 1.29 0.56 1.16 0.47],0.15,2.4942483521495213
[1.11 1.29 0.56 1.16 0.47],0.15,2.4976970101596225
[1.11 1.29 0.56 1.16 0.47],0.15,2.501150436436709
[1.11 1.29 0.56 1.16 0.47],0.15,2.504608637573597
[1.11 1.29 0.56 1.16 0.47],0.15,2.5080716201722195
[1.11 1.29 0.56 1.16 0.47],0.15,2.5115393908436388
[1.11 1.29 0.56 1.16 0.47],0.15,2.5150119562080513
[1.11 1.29 0.56 1.16 0.47],0.15,2.5184893228948138
[1.11 1.29 0.56 1.16 0.47],0.15,2.5219714975424465
[1.11 1.29 0.56 1.16 0.47],0.15,2.525458486798649
[1.11 1.29 0.56 1.16 0.47],0.15,2.5289502973203115
[1.11 1.29 0.56 1.16 0.47],0.15,2.5324469357735295
[1.11 1.29 0.56 1.16 0.47],0.15,2.5359484088336135
[1.11 1.29 0.56 1.16 0.47],0.15,2.5394547231851083
[1.11 1.29 0.56 1.16 0.47],0.15,2.542965885521791
[1.11 1.29 0.56 1.16 0.47],0.15,2.546481902546704
[1.11 1.29 0.56 1.16 0.47],0.15,2.550002780972153
[1.11 1.29 0.56 1.16 0.47],0.15,2.5535285275197253
[1.11 1.29 0.56 1.16 0.47],0.15,2.557059148920302
[1.11 1.29 0.56 1.16 0.47],0.15,2.5605946519140703
[1.11 1.29 0.56 1.16 0.47],0.15,2.5641350432505363
[1.11 1.29 0.56 1.16 0.47],0.15,2.567680329688542
[1.11 1.29 0.56 1.16 0.47],0.15,2.5712305179962653
[1.11 1.29 0.56 1.16 0.47],0.15,2.5747856149512507
[1.11 1.29 0.56 1.16 0.47],0.15,2.578345627340411
[1.11 1.29 0.56 1.16 0.47],0.15,2.581910561960042
[1.11 1.29 0.56 1.16 0.47],0.15,2.585480425615838
[1.11 1.29 0.56 1.16 0.47],0.15,2.589055225122902
[1.11 1.29 0.56 1.16 0.47],0.15,2.5926349673057603
[1.11 1.29 0.56 1.16 0.47],0.15,2.5962196589983746
[1.11 1.29 0.56 1.16 0.47],0.15,2.599809307044158
[1.11 1.29 0.56 1.16 0.47],0.15,2.6034039182959794
[1.11 1.29 0.56 1.16 0.47],0.15,2.6070034996161886
[1.11 1.29 0.56 1.16 0.47],0.15,2.6106080578766218
[1.11 1.29 0.56 1.16 0.47],0.15,2.614217599958617
[1.11 1.29 0.56 1.16 0.47],0.15,2.6178321327530254
[1.11 1.29 0.56 1.16 0.47],0.15,2.6214516631602276
[1.11 1.29 0.56 1.16 0.47],0.15,2.625076198090143
[1.11 1.29 0.56 1.16 0.47],0.15,2.628705744462249
[1.11 1.29 0.56 1.16 0.47],0.15,2.6323403092055817
[1.11 1.29 0.56 1.16 0.47],0.15,2.6359798992587655
[1.11 1.29 0.56 1.16 0.47],0.15,2.639624521570016
[1.11 1.29 0.56 1.16 0.47],0.15,2.6432741830971556
[1.11 1.29 0.56 1.16 0.47],0.15,2.6469288908076267
[1.11 1.29 0.56 1.16 0.47],0.15,2.6505886516785058
[1.11 1.29 0.56 1.16 0.47],0.15,2.654253472696516
[1.11 1.29 0.56 1.16 0.47],0.15,2.657923360858042
[1.11 1.29 0.56 1.16 0.47],0.15,2.661598323169136
[1.11 1.29 0.56 1.16 0.47],0.15,2.665278366645544
[1.11 1.29 0.56 1.16 0.47],0.15,2.668963498312709
[1.11 1.29 0.56 1.16 0.47],0.15,2.672653725205789
[1.11 1.29 0.56 1.16 0.47],0.15,2.6763490543696693
[1.11 1.29 0.56 1.16 0.47],0.15,2.6800494928589735
[1.11 1.29 0.56 1.16 0.47],0.15,2.6837550477380816
[1.11 1.29 0.56 1.16 0.47],0.15,2.6874657260811405
[1.11 1.29 0.56 1.16 0.47],0.15,2.69118153497208
[1.11 1.29 0.56 1.16 0.47],0.15,2.694902481504617
[1.11 1.29 0.56 1.16 0.47],0.15,2.698628572782285
[1.11 1.29 0.56 1.16 0.47],0.15,2.702359815918436
[1.11 1.29 0.56 1.16 0.47],0.15,2.706096218036256
[1.11 1.29 0.56 1.16 0.47],0.15,2.7098377862687832
[1.11 1.29 0.56 1.16 0.47],0.15,2.7135845277589143
[1.11 1.29 0.56 1.16 0.47],0.15,2.717336449659425
[1.11 1.29 0.56 1.16 0.47],0.15,2.7210935591329815
[1.11 1.29 0.56 1.16 0.47],0.15,2.724855863352147
[1.11 1.29 0.56 1.16 0.47],0.15,2.728623369499408
[1.11 1.29 0.56 1.16 0.47],0.15,2.7323960847671818
[1.11 1.29 0.56 1.16 0.47],0.15,2.736174016357827
[1.11 1.29 0.56 1.16 0.47],0.15,2.7399571714836632
[1.11 1.29 0.56 1.16 0.47],0.15,2.7437455573669807
[1.11 1.29 0.56 1.16 0.47],0.15,2.7475391812400556
[1.11 1.29 0.56 1.16 0.47],0.15,2.751338050345167
[1.11 1.29 0.56 1.16 0.47],0.15,2.7551421719346
[1.11 1.29 0.56 1.16 0.47],0.15,2.758951553270673
[1.11 1.29 0.56 1.16 0.47],0.15,2.7627662016257446
[1.11 1.29 0.56 1.16 0.47],0.15,2.7665861242822283
[1.11 1.29 0.56 1.16 0.47],0.15,2.770411328532606
[1.11 1.29 0.56 1.16 0.47],0.15,2.774241821679443
[1.11 1.29 0.56 1.16 0.47],0.15,2.7780776110354015
[1.11 1.29 0.56 1.16 0.47],0.15,2.7819187039232545
[1.11 1.29 0.56 1.16 0.47],0.15,2.7857651076759016
[1.11 1.29 0.56 1.16 0.47],0.15,2.789616829636374
[1.11 1.29 0.56 1.16 0.47],0.15,2.7934738771578633
[1.11 1.29 0.56 1.16 0.47],0.15,2.7973362576037264
[1.11 1.29 0.56 1.16 0.47],0.15,2.8012039783474996
[1.11 1.29 0.56 1.16 0.47],0.15,2.805077046772915
[1.11 1.29 0.56 1.16 0.47],0.15,2.8089554702739137
[1.11 1.29 0.56 1.16 0.47],0.15,2.81283925625466
[1.11 1.29 0.56 1.16 0.47],0.15,2.8167284121295575
[1.11 1.29 0.56 1.16 0.47],0.15,2.8206229453232545
[1.11 1.29 0.56 1.16 0.47],0.15,2.8245228632706714
[1.11 1.29 0.56 1.16 0.47],0.15,2.8284281734170076
[1.11 1.29 0.56 1.16 0.47],0.15,2.8323388832177554
[1.11 1.29 0.56 1.16 0.47],0.15,2.8362550001387157
[1.11 1.29 0.56 1.16 0.47],0.15,2.8401765316560112
[1.11 1.29 0.56 1.16 0.47],0.15,2.844103485256103
[1.11 1.29 0.56 1.16 0.47],0.15,2.848035868435805
[1.11 1.29 0.56 1.16 0.47],0.15,2.8519736887022877
[1.11 1.29 0.56 1.16 0.47],0.15,2.8559169535731113
[1.11 1.29 0.56 1.16 0.47],0.15,2.8598656705762258
[1.11 1.29 0.56 1.16 0.47],0.15,2.8638198472499905
[1.11 1.29 0.56 1.16 0.47],0.15,2.867779491143187
[1.11 1.29 0.56 1.16 0.47],0.15,2.871744609815035
[1.11 1.29 0.56 1.16 0.47],0.15,2.8757152108352053
[1.11 1.29 0.56 1.16 0.47],0.15,2.879691301783835
[1.11 1.29 0.56 1.16 0.47],0.15,2.8836728902515447
[1.11 1.29 0.56 1.16 0.47],0.15,2.8876599838394412
[1.11 1.29 0.56 1.16 0.47],0.15,2.8916525901591505
[1.11 1.29 0.56 1.16 0.47],0.15,2.8956507168328187
[1.11 1.29 0.56 1.16 0.47],0.15,2.899654371493131
[1.11 1.29 0.56 1.16 0.47],0.15,2.9036635617833264
[1.11 1.29 0.56 1.16 0.47],0.15,2.907678295357212
[1.11 1.29 0.56 1.16 0.47],0.15,2.9116985798791757
[1.11 1.29 0.56 1.16 0.47],0.15,2.915724423024207
[1.11 1.29 0.56 1.16 0.47],0.15,2.9197558324778985
[1.11 1.29 0.56 1.16 0.47],0.15,2.9237928159364768
[1.11 1.29 0.56 1.16 0.47],0.15,2.927835381106808
[1.11 1.29 0.56 1.16 0.47],0.15,2.9318835357064126
[1.11 1.29 0.56 1.16 0.47],0.15,2.9359372874634837
[1.11 1.29 0.56 1.16 0.47],0.15,2.9399966441168974
[1.11 1.29 0.56 1.16 0.47],0.15,2.944061613416232
[1.11 1.29 0.56 1.16 0.47],0.15,2.9481322031217827
[1.11 1.29 0.56 1.16 0.47],0.15,2.952208421004565
[1.11 1.29 0.56 1.16 0.47],0.15,2.9562902748463493
[1.11 1.29 0.56 1.16 0.47],0.15,2.960377772439661
[1.11 1.29 0.56 1.16 0.47],0.15,2.9644709215878002
[1.11 1.29 0.56 1.16 0.47],0.15,2.968569730104857
[1.11 1.29 0.56 1.16 0.47],0.15,2.972674205815725
[1.11 1.29 0.56 1.16 0.47],0.15,2.976784356556116
[1.11 1.29 0.56 1.16 0.47],0.15,2.9809001901725773
[1.11 1.29 0.56 1.16 0.47],0.15,2.985021714522508
[1.11 1.29 0.56 1.16 0.47],0.15,2.9891489374741607
[1.11 1.29 0.56 1.16 0.47],0.15,2.993281866906677
[1.11 1.29 0.56 1.16 0.47],0.15,2.9974205107100906
[1.11 1.29 0.56 1.16 0.47],0.15,3.0015648767853427
[1.11 1.29 0.56 1.16 0.47],0.15,3.005714973044299
[1.11 1.29 0.56 1.16 0.47],0.15,3.0098708074097646
[1.11 1.29 0.56 1.16 0.47],0.15,3.0140323878155
[1.11 1.29 0.56 1.16 0.47],0.15,3.018199722206237
[1.11 1.29 0.56 1.16 0.47],0.15,3.0223728185376832
[1.11 1.29 0.56 1.16 0.47],0.15,3.026551684776556
[1.11 1.29 0.56 1.16 0.47],0.15,3.030736328900584
[1.11 1.29 0.56 1.16 0.47],0.15,3.034926758898527
[1.11 1.29 0.56 1.16 0.47],0.15,3.0391229827701896
[1.11 1.29 0.56 1.16 0.47],0.15,3.043325008526438
[1.11 1.29 0.56 1.16 0.47],0.15,3.0475328441892144
[1.11 1.29 0.56 1.16 0.47],0.15,3.0517464977915547
[1.11 1.29 0.56 1.16 0.47],0.15,3.055965977377594
[1.11 1.29 0.56 1.16 0.47],0.15,3.0601912910025972
[1.11 1.29 0.56 1.16 0.47],0.15,3.064422446732965
[1.11 1.29 0.56 1.16 0.47],0.15,3.06865945264625
[1.11 1.29 0.56 1.16 0.47],0.15,3.0729023168311738
[1.11 1.29 0.56 1.16 0.47],0.15,3.077151047387642
[1.11 1.29 0.56 1.16 0.47],0.15,3.0814056524267586
[1.11 1.29 0.56 1.16 0.47],0.15,3.0856661400708436
[1.11 1.29 0.56 1.16 0.47],0.15,3.089932518453449
[1.11 1.29 0.56 1.16 0.47],0.15,3.094204795719365
[1.11 1.29 0.56 1.16 0.47],0.15,3.0984829800246505
[1.11 1.29 0.56 1.16 0.47],0.15,3.1027670795366395
[1.11 1.29 0.56 1.16 0.47],0.15,3.107057102433959
[1.11 1.29 0.56 1.16 0.47],0.15,3.111353056906542
[1.11 1.29 0.56 1.16 0.47],0.15,3.1156549511556473
[1.11 1.29 0.56 1.16 0.47],0.15,3.119962793393873
[1.11 1.29 0.56 1.16 0.47],0.15,3.124276591845174
[1.11 1.29 0.56 1.16 0.47],0.15,3.1285963547448676
[1.11 1.29 0.56 1.16 0.47],0.15,3.1329220903396675
[1.11 1.29 0.56 1.16 0.47],0.15,3.137253806887685
[1.11 1.29 0.56 1.16 0.47],0.15,3.1415915126584513
[1.11 1.29 0.56 1.16 0.47],0.15,3.14593521593293
[1.11 1.29 0.56 1.16 0.47],0.15,3.1502849250035347
[1.11 1.29 0.56 1.16 0.47],0.15,3.154640648174145
[1.11 1.29 0.56 1.16 0.47],0.15,3.159002393760124
[1.11 1.29 0.56 1.16 0.47],0.15,3.1633701700883234
[1.11 1.29 0.56 1.16 0.47],0.15,3.1677439854971174
[1.11 1.29 0.56 1.16 0.47],0.15,3.1721238483364047
[1.11 1.29 0.56 1.16 0.47],0.15,3.176509766967631
[1.11 1.29 0.56 1.16 0.47],0.15,3.1809017497638012
[1.11 1.29 0.56 1.16 0.47],0.15,3.1852998051094983
[1.11 1.29 0.56 1.16 0.47],0.15,3.1897039414008974
[1.11 1.29 0.56 1.16 0.47],0.15,3.194114167045783
[1.11 1.29 0.56 1.16 0.47],0.15,3.198530490463567
[1.11 1.29 0.56 1.16 0.47],0.15,3.202952920085294
[1.11 1.29 0.56 1.16 0.47],0.15,3.207381464353674
[1.11 1.29 0.56 1.16 0.47],0.15,3.211816131723088
[1.11 1.29 0.56 1.16 0.47],0.15,3.2162569306596067
[1.11 1.29 0.56 1.16 0.47],0.15,3.220703869641005
[1.11 1.29 0.56 1.16 0.47],0.15,3.2251569571567806
[1.11 1.29 0.56 1.16 0.47],0.15,3.229616201708169
[1.11 1.29 0.56 1.16 0.47],0.15,3.2340816118081626
[1.11 1.29 0.56 1.16 0.47],0.15,3.238553195981515
[1.11 1.29 0.56 1.16 0.47],0.15,3.2430309627647764
[1.11 1.29 0.56 1.16 0.47],0.15,3.2475149207062968
[1.11 1.29 0.56 1.16 0.47],0.15,3.2520050783662446
[1.11 1.29 0.56 1.16 0.47],0.15,3.2565014443166245
[1.11 1.29 0.56 1.16 0.47],0.15,3.261004027141294
[1.11 1.29 0.56 1.16 0.47],0.15,3.2655128354359775
[1.11 1.29 0.56 1.16 0.47],0.15,3.2700278778082885
[1.11 1.29 0.56 1.16 0.47],0.15,3.2745491628777317
[1.11 1.29 0.56 1.16 0.47],0.15,3.2790766992757394
[1.11 1.29 0.56 1.16 0.47],0.15,3.2836104956456746
[1.11 1.29 0.56 1.16 0.47],0.15,3.2881505606428516
[1.11 1.29 0.56 1.16 0.47],0.15,3.292696902934551
[1.11 1.29 0.56 1.16 0.47],0.15,3.297249531200038
[1.11 1.29 0.56 1.16 0.47],0.15,3.3018084541305774
[1.11 1.29 0.56 1.16 0.47],0.15,3.3063736804294517
[1.11 1.29 0.56 1.16 0.47],0.15,3.31094521881198
[1.11 1.29 0.56 1.16 0.47],0.15,3.3155230780055205
[1.11 1.29 0.56 1.16 0.47],0.15,3.32010726674951
[1.11 1.29 0.56 1.16 0.47],0.15,3.324697793795465
[1.11 1.29 0.56 1.16 0.47],0.15,3.329294667907001
[1.11 1.29 0.56 1.16 0.47],0.15,3.3338978978598517
[1.11 1.29 0.56 1.16 0.47],0.15,3.338507492441885
[1.11 1.29 0.56 1.16 0.47],0.15,3.3431234604531177
[1.11 1.29 0.56 1.16 0.47],0.15,3.3477458107057383
[1.11 1.29 0.56 1.16 0.47],0.15,3.352374552024109
[1.11 1.29 0.56 1.16 0.47],0.15,3.357009693244803
[1.11 1.29 0.56 1.16 0.47],0.15,3.3616512432166084
[1.11 1.29 0.56 1.16 0.47],0.15,3.366299210800548
[1.11 1.29 0.56 1.16 0.47],0.15,3.370953604869895
[1.11 1.29 0.56 1.16 0.47],0.15,3.375614434310193
[1.11 1.29 0.56 1.16 0.47],0.15,3.38028170801927
[1.11 1.29 0.56 1.16 0.47],0.15,3.3849554349072606
[1.11 1.29 0.56 1.16 0.47],0.15,3.389635623896608
[1.11 1.29 0.56 1.16 0.47],0.15,3.3943222839221026
[1.11 1.29 0.56 1.16 0.47],0.15,3.399015423930885
[1.11 1.29 0.56 1.16 0.47],0.15,3.403715052882466
[1.11 1.29 0.56 1.16 0.47],0.15,3.408421179748746
[1.11 1.29 0.56 1.16 0.47],0.15,3.4131338135140274
[1.11 1.29 0.56 1.16 0.47],0.15,3.417852963175038
[1.11 1.29 0.56 1.16 0.47],0.15,3.422578637740942
[1.11 1.29 0.56 1.16 0.47],0.15,3.427310846233365
[1.11 1.29 0.56 1.16 0.47],0.15,3.432049597686396
[1.11 1.29 0.56 1.16 0.47],0.15,3.436794901146625
[1.11 1.29 0.56 1.16 0.47],0.15,3.441546765673146
[1.11 1.29 0.56 1.16 0.47],0.15,3.4463052003375805
[1.11 1.29 0.56 1.16 0.47],0.15,3.45107021422409
[1.11 1.29 0.56 1.16 0.47],0.15,3.455841816429399
[1.11 1.29 0.56 1.16 0.47],0.15,3.460620016062808
[1.11 1.29 0.56 1.16 0.47],0.15,3.4654048222462155
[1.11 1.29 0.56 1.16 0.47],0.15,3.470196244114123
[1.11 1.29 0.56 1.16 0.47],0.15,3.4749942908136724
[1.11 1.29 0.56 1.16 0.47],0.15,3.4797989715046476
[1.11 1.29 0.56 1.16 0.47],0.15,3.484610295359499
[1.11 1.29 0.56 1.16 0.47],0.15,3.4894282715633587
[1.11 1.29 0.56 1.16 0.47],0.15,3.4942529093140577
[1.11 1.29 0.56 1.16 0.47],0.15,3.499084217822146
[1.11 1.29 0.56 1.16 0.47],0.15,3.5039222063109103
[1.11 1.29 0.56 1.16 0.47],0.15,3.5087668840163806
[1.11 1.29 0.56 1.16 0.47],0.15,3.513618260187367
[1.11 1.29 0.56 1.16 0.47],0.15,3.518476344085464
[1.11 1.29 0.56 1.16 0.47],0.15,3.5233411449850713
[1.11 1.29 0.56 1.16 0.47],0.15,3.5282126721734124
[1.11 1.29 0.56 1.16 0.47],0.15,3.5330909349505513
[1.11 1.29 0.56 1.16 0.47],0.15,3.5379759426294104
[1.11 1.29 0.56 1.16 0.47],0.15,3.5428677045357895
[1.11 1.29 0.56 1.16 0.47],0.15,3.547766230008385
